child,field,target,targetField,cardinality,kind,nullable,populated,total,tier,administrative,notes
Package_Line__c,Forced_Audience_Sub_Category__c,Audience_Sub_Category__c,Id,N:1,Lookup,True,101,112,core,False,
Package_Line__c,Pack__c,Pack__c,Id,N:1,Master-detail,False,112,112,core,False,Child reference is required by schema. This does not mean every parent has a child.
Package_Line__c,Parent_Package_Line__c,Package_Line__c,Id,N:1,Lookup,True,0,112,core,False,
Package_Line__c,Target_Inventory__c,Inventory__c,Id,N:1,Lookup,True,112,112,core,False,
Performance_Price_Charge__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Performance_Price_Charge__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Performance_Price_Charge__c,Charge_Component__c,Charge_Component__c,Id,N:1,Lookup,True,0,0,core,False,Child table is currently empty; this is an available schema relationship.
Performance_Price_Charge__c,Performance_Price__c,Performance_Price__c,Id,N:1,Master-detail,False,0,0,core,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Performance_Price__c,CreatedById,User,Id,N:1,Standard reference,False,,2936,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Performance_Price__c,LastModifiedById,User,Id,N:1,Standard reference,False,,2936,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Performance_Price__c,Audience_Sub_Category__c,Audience_Sub_Category__c,Id,N:1,Lookup,True,2936,2936,core,False,
Performance_Price__c,Performance__c,Performance__c,Id,N:1,Master-detail,False,2936,2936,core,False,Child reference is required by schema. This does not mean every parent has a child.
Performance_Price__c,Seat_Category__c,Seat_Category__c,Id,N:1,Lookup,True,0,2936,core,False,
Performance_Seat_Category__c,CreatedById,User,Id,N:1,Standard reference,False,,1374,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Performance_Seat_Category__c,LastModifiedById,User,Id,N:1,Standard reference,False,,1374,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Performance_Seat_Category__c,Performance__c,Performance__c,Id,N:1,Master-detail,False,1374,1374,core,False,Child reference is required by schema. This does not mean every parent has a child.
Performance_Seat_Category__c,Seat_Category__c,Seat_Category__c,Id,N:1,Lookup,False,1374,1374,core,False,Child reference is required by schema. This does not mean every parent has a child.
Performance__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,3414,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Performance__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,3414,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Performance__c,CreatedById,User,Id,N:1,Standard reference,False,,3414,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Performance__c,LastModifiedById,User,Id,N:1,Standard reference,False,,3414,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Performance__c,Inventory_Event__c,Inventory_Event__c,Id,N:1,Lookup,True,3414,3414,core,False,
Performance__c,Venue_Location__c,Venue_Location__c,Id,N:1,Lookup,True,506,3414,core,False,
Pricebook2,CreatedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Pricebook2,LastModifiedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
PricebookEntry,Pricebook2Id,Pricebook2,Id,N:1,Standard reference,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
PricebookEntry,Product2Id,Product2,Id,N:1,Standard reference,False,0,0,support,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
PricebookEntry,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
PricebookEntry,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Product2,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Product2,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Product2,ExternalDataSourceId,ExternalDataSource,Id,N:1,Standard reference,True,0,0,support,False,Target is outside the described Tableau scope; target rows were not profiled. Child table is currently empty; this is an available schema relationship.
RecordType,BusinessProcessId,BusinessProcess,Id,N:1,Standard reference,True,0,10,support,False,Target is outside the described Tableau scope; target rows were not profiled.
RecordType,CreatedById,User,Id,N:1,Standard reference,False,,10,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
RecordType,LastModifiedById,User,Id,N:1,Standard reference,False,,10,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Sale_Period_Audience__c,CreatedById,User,Id,N:1,Standard reference,False,,1660,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Sale_Period_Audience__c,LastModifiedById,User,Id,N:1,Standard reference,False,,1660,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Sale_Period_Audience__c,Audience_Sub_Category__c,Audience_Sub_Category__c,Id,N:1,Lookup,True,1660,1660,core,False,
Sale_Period_Audience__c,Sale_Period__c,Sale_Period__c,Id,N:1,Master-detail,False,1660,1660,core,False,Child reference is required by schema. This does not mean every parent has a child.
Sale_Period_Seat_Category__c,CreatedById,User,Id,N:1,Standard reference,False,,5326,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Sale_Period_Seat_Category__c,LastModifiedById,User,Id,N:1,Standard reference,False,,5326,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Sale_Period_Seat_Category__c,Sale_Period__c,Sale_Period__c,Id,N:1,Master-detail,False,5326,5326,core,False,Child reference is required by schema. This does not mean every parent has a child.
Sale_Period__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,476,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Sale_Period__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,476,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Sale_Period__c,CreatedById,User,Id,N:1,Standard reference,False,,476,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Sale_Period__c,LastModifiedById,User,Id,N:1,Standard reference,False,,476,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Sale_Period__c,Inventory__c,Inventory__c,Id,N:1,Lookup,True,14,476,core,False,Alternative parent role determined by Parent_Type__c; do not require all three parent fields.
Sale_Period__c,Membership_Item_Price__c,Membership_Item_Price__c,Id,N:1,Lookup,True,0,476,core,False,Alternative parent role determined by Parent_Type__c; do not require all three parent fields.
Sale_Period__c,Performance__c,Performance__c,Id,N:1,Lookup,True,462,476,core,False,Alternative parent role determined by Parent_Type__c; do not require all three parent fields.
Sale_Period__c,Sales_Channel__c,Sales_Channel__c,Id,N:1,Lookup,True,476,476,core,False,
Sales_Channel__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,1,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Sales_Channel__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,1,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Sales_Channel__c,CreatedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Sales_Channel__c,LastModifiedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Season_Ticket_Line__c,CreatedById,User,Id,N:1,Standard reference,False,,612,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Season_Ticket_Line__c,LastModifiedById,User,Id,N:1,Standard reference,False,,612,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Season_Ticket_Line__c,Season_Ticket__c,Season_Ticket__c,Id,N:1,Master-detail,False,612,612,core,False,Child reference is required by schema. This does not mean every parent has a child.
Season_Ticket_Line__c,Subject__c,Season_Ticket_Subject__c,Id,N:1,Lookup,True,0,612,core,False,
Season_Ticket_Line__c,Target_Inventory__c,Inventory__c,Id,N:1,Lookup,True,612,612,core,False,
Season_Ticket_Subject__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Season_Ticket_Subject__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Season_Ticket_Subject__c,Season_Ticket__c,Season_Ticket__c,Id,N:1,Master-detail,False,0,0,core,False,Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
Season_Ticket__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,44,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Season_Ticket__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,44,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Season_Ticket__c,CreatedById,User,Id,N:1,Standard reference,False,,44,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Season_Ticket__c,LastModifiedById,User,Id,N:1,Standard reference,False,,44,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Season_Ticket__c,Inventory__c,Inventory__c,Id,N:1,Lookup,True,44,44,core,False,
Seat_Category__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,30,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Seat_Category__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,30,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Seat_Category__c,CreatedById,User,Id,N:1,Standard reference,False,,30,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Seat_Category__c,LastModifiedById,User,Id,N:1,Standard reference,False,,30,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
User,UserRoleId,UserRole,Id,N:1,Standard reference,True,0,13,support,False,Target is outside the described Tableau scope; target rows were not profiled.
User,ProfileId,Profile,Id,N:1,Standard reference,False,13,13,support,False,Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child.
User,DelegatedApproverId,Group,Id,N:1 per target type,Polymorphic reference,True,0,13,support,False,"One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled."
User,DelegatedApproverId,User,Id,N:1 per target type,Polymorphic reference,True,0,13,support,False,"One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining."
User,ManagerId,User,Id,N:1,Standard reference,True,0,13,support,False,
User,CreatedById,User,Id,N:1,Standard reference,False,,13,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
User,LastModifiedById,User,Id,N:1,Standard reference,False,,13,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
User,ContactId,Contact,Id,N:1,Standard reference,True,0,13,support,False,
User,AccountId,Account,Id,N:1,Standard reference,True,0,13,support,False,
User,CallCenterId,CallCenter,Id,N:1,Standard reference,True,0,13,support,False,Target is outside the described Tableau scope; target rows were not profiled.
User,IndividualId,Individual,Id,N:1,Standard reference,True,0,13,support,False,Target is outside the described Tableau scope; target rows were not profiled.
Venue_Location__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,9,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
Venue_Location__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,9,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
Venue_Location__c,CreatedById,User,Id,N:1,Standard reference,False,,9,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
Venue_Location__c,LastModifiedById,User,Id,N:1,Standard reference,False,,9,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
et4ae5__AggregateLink__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__AggregateLink__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__AggregateLink__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__AggregateLink__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__AggregateLink__c,et4ae5__Send_Definition__c,et4ae5__SendDefinition__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__AggregateLink__c,et4ae5__TriggeredSendDefinition__c,et4ae5__Automated_Send__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__Automated_Send__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__Automated_Send__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__Automated_Send__c,RecordTypeId,RecordType,Id,N:1,Standard reference,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__Automated_Send__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__Automated_Send__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__Automated_Send__c,et4ae5__Business_Unit__c,et4ae5__Business_Unit__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__Business_Unit__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,1,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
et4ae5__Business_Unit__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,1,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
et4ae5__Business_Unit__c,CreatedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
et4ae5__Business_Unit__c,LastModifiedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
et4ae5__Campaign_Member_Configuration__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,1,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
et4ae5__Campaign_Member_Configuration__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,1,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
et4ae5__Campaign_Member_Configuration__c,CreatedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
et4ae5__Campaign_Member_Configuration__c,LastModifiedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
et4ae5__Configuration__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,1,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child."
et4ae5__Configuration__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,1,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child."
et4ae5__Configuration__c,CreatedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
et4ae5__Configuration__c,LastModifiedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
et4ae5__ET4AEConfig__c,SetupOwnerId,Organization,Id,N:1 per target type,Polymorphic reference,True,0,0,support,False,"One field can reference one of Organization, Profile, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child table is currently empty; this is an available schema relationship."
et4ae5__ET4AEConfig__c,SetupOwnerId,Profile,Id,N:1 per target type,Polymorphic reference,True,0,0,support,False,"One field can reference one of Organization, Profile, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child table is currently empty; this is an available schema relationship."
et4ae5__ET4AEConfig__c,SetupOwnerId,User,Id,N:1 per target type,Polymorphic reference,True,0,0,support,False,"One field can reference one of Organization, Profile, User. Coverage is field-level across all targets; isolate the target type before joining. Child table is currently empty; this is an available schema relationship."
et4ae5__ET4AEConfig__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__ET4AEConfig__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__ET4AE_Config__c,SetupOwnerId,Organization,Id,N:1 per target type,Polymorphic reference,True,1,1,support,False,"One field can reference one of Organization, Profile, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled."
et4ae5__ET4AE_Config__c,SetupOwnerId,Profile,Id,N:1 per target type,Polymorphic reference,True,1,1,support,False,"One field can reference one of Organization, Profile, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled."
et4ae5__ET4AE_Config__c,SetupOwnerId,User,Id,N:1 per target type,Polymorphic reference,True,1,1,support,False,"One field can reference one of Organization, Profile, User. Coverage is field-level across all targets; isolate the target type before joining."
et4ae5__ET4AE_Config__c,CreatedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
et4ae5__ET4AE_Config__c,LastModifiedById,User,Id,N:1,Standard reference,False,,1,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child.
et4ae5__Email_Linkage__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__Email_Linkage__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__Email_Linkage__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__Email_Linkage__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__IndividualEmailResult__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__IndividualEmailResult__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__IndividualEmailResult__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__IndividualEmailResult__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__IndividualEmailResult__c,et4ae5__Contact__c,Contact,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__IndividualEmailResult__c,et4ae5__Lead__c,Lead,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__IndividualEmailResult__c,et4ae5__SendDefinition__c,et4ae5__SendDefinition__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__IndividualEmailResult__c,et4ae5__TriggeredSendDefinition__c,et4ae5__Automated_Send__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__IndividualLink__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__IndividualLink__c,OwnerId,User,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
et4ae5__IndividualLink__c,CreatedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__IndividualLink__c,LastModifiedById,User,Id,N:1,Standard reference,False,,0,support,True,Administrative relationship; optional for business reporting. Population was not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship.
et4ae5__IndividualLink__c,et4ae5__Individual_Email_Result__c,et4ae5__IndividualEmailResult__c,Id,N:1,Lookup,True,0,0,support,False,Child table is currently empty; this is an available schema relationship.
et4ae5__MC_CDC_Journey__c,OwnerId,Group,Id,N:1 per target type,Polymorphic reference,False,,0,support,True,"Administrative relationship; optional for business reporting. Population was not profiled. One field can reference one of Group, User. Coverage is field-level across all targets; isolate the target type before joining. Target is outside the described Tableau scope; target rows were not profiled. Child reference is required by schema. This does not mean every parent has a child. Child table is currently empty; this is an available schema relationship."
